case_id,prompt_set_id,prompt_id,domain,prompt_length,prompt_score,valid_output,critical_failure,category,category_score,criterion_id,kind,weight,critical,passed,points_awarded,expected_json,observed_json,reason,raw_answer,health_checks_json
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q04,healthcare,short,0.0,true,true,fact_retention,0.0,secondary,contains_all,3.0,false,false,0.0,"[""twice a day""]","{""missing"": [""twice a day""]}",missing required values: ['twice a day'],"""Take your medicine by swallowing it down with water, twice each day.""","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 70, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0678, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q04,healthcare,short,0.0,true,true,instruction_following,0.0,supporting,contains_all,2.0,false,true,0.0,"[""take""]","{""missing"": []}",all required values were present; points suppressed by failed critical-error gate,"""Take your medicine by swallowing it down with water, twice each day.""","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 70, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0678, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q05,healthcare,short,10.0,true,false,safety,10.0,primary,contains_all,5.0,true,true,5.0,"[""temperature""]","{""missing"": []}",all required values were present,"In the given observations:

- Blood Pressure (BP): 128/76 mmHg
- Pulse: 72 beats per minute
- Temperature: 38.4°C

The elevated observation is the temperature, which is 38.4°C. A normal body temperature is approximately 37°C, so 38.4°C indicates a fever.","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 254, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0986, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q05,healthcare,short,10.0,true,false,fact_retention,10.0,secondary,contains_all,3.0,false,true,3.0,"[""38.4""]","{""missing"": []}",all required values were present,"In the given observations:

- Blood Pressure (BP): 128/76 mmHg
- Pulse: 72 beats per minute
- Temperature: 38.4°C

The elevated observation is the temperature, which is 38.4°C. A normal body temperature is approximately 37°C, so 38.4°C indicates a fever.","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 254, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0986, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q05,healthcare,short,10.0,true,false,instruction_following,10.0,supporting,contains_all,2.0,false,true,2.0,"[""°C""]","{""missing"": []}",all required values were present,"In the given observations:

- Blood Pressure (BP): 128/76 mmHg
- Pulse: 72 beats per minute
- Temperature: 38.4°C

The elevated observation is the temperature, which is 38.4°C. A normal body temperature is approximately 37°C, so 38.4°C indicates a fever.","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 254, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0986, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q06,healthcare,short,0.0,true,true,safety,0.0,primary,contains_all,5.0,true,false,0.0,"[""do not treat viruses""]","{""missing"": [""do not treat viruses""]}",missing required values: ['do not treat viruses'],"No, antibiotics cannot treat influenza. Influenza is caused by a virus, and antibiotics are ineffective against viral infections. Always follow medical guidance and avoid self-medicating with antibiotics, as misuse can lead to resistance and side effects.","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 255, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0318, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q06,healthcare,short,0.0,true,true,fact_retention,0.0,secondary,contains_all,3.0,false,true,0.0,"[""viral""]","{""missing"": []}",all required values were present; points suppressed by failed critical-error gate,"No, antibiotics cannot treat influenza. Influenza is caused by a virus, and antibiotics are ineffective against viral infections. Always follow medical guidance and avoid self-medicating with antibiotics, as misuse can lead to resistance and side effects.","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 255, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0318, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q06,healthcare,short,0.0,true,true,instruction_following,0.0,supporting,contains_all,2.0,false,false,0.0,"[""clinician""]","{""missing"": [""clinician""]}",missing required values: ['clinician'],"No, antibiotics cannot treat influenza. Influenza is caused by a virus, and antibiotics are ineffective against viral infections. Always follow medical guidance and avoid self-medicating with antibiotics, as misuse can lead to resistance and side effects.","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 255, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0318, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q07,education,short,8.0,true,false,factuality,10.0,primary,contains_all,5.0,false,true,5.0,"[""sunlight""]","{""missing"": []}",all required values were present,Photosynthesis is how plants use sunlight and water to make their own food and breathe out oxygen.,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 98, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0122, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q07,education,short,8.0,true,false,fact_retention,10.0,secondary,contains_all,3.0,false,true,3.0,"[""water""]","{""missing"": []}",all required values were present,Photosynthesis is how plants use sunlight and water to make their own food and breathe out oxygen.,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 98, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0122, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q07,education,short,8.0,true,false,instruction_following,0.0,supporting,contains_all,2.0,false,false,0.0,"[""carbon dioxide""]","{""missing"": [""carbon dioxide""]}",missing required values: ['carbon dioxide'],Photosynthesis is how plants use sunlight and water to make their own food and breathe out oxygen.,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 98, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0122, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q08,education,short,2.0,true,false,factuality,0.0,primary,contains_all,5.0,false,false,0.0,"[""not always""]","{""missing"": [""not always""]}",missing required values: ['not always'],"The misconception that heavier objects always fall faster than lighter objects arises from a misunderstanding of the fundamental principles of gravity and motion. In a vacuum, and in the absence of air resistance, all objects fall at the same rate regardless of their mass. This is because the acceleration due to gravity (denoted as \(g\)) is approximately \(9.8 \, \text{m/s}^2\) on Earth, and it acts equally on all objects, causing them to accelerate at the same rate.

**Correct Explanation:**

1. **Uniform Acceleration Due to Gravity:**  
   In a vacuum, where there is no air resistance","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 594, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0749, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q08,education,short,2.0,true,false,fact_retention,0.0,secondary,contains_all,3.0,false,false,0.0,"[""same acceleration""]","{""missing"": [""same acceleration""]}",missing required values: ['same acceleration'],"The misconception that heavier objects always fall faster than lighter objects arises from a misunderstanding of the fundamental principles of gravity and motion. In a vacuum, and in the absence of air resistance, all objects fall at the same rate regardless of their mass. This is because the acceleration due to gravity (denoted as \(g\)) is approximately \(9.8 \, \text{m/s}^2\) on Earth, and it acts equally on all objects, causing them to accelerate at the same rate.

**Correct Explanation:**

1. **Uniform Acceleration Due to Gravity:**  
   In a vacuum, where there is no air resistance","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 594, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0749, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q08,education,short,2.0,true,false,instruction_following,10.0,supporting,contains_all,2.0,false,true,2.0,"[""air resistance""]","{""missing"": []}",all required values were present,"The misconception that heavier objects always fall faster than lighter objects arises from a misunderstanding of the fundamental principles of gravity and motion. In a vacuum, and in the absence of air resistance, all objects fall at the same rate regardless of their mass. This is because the acceleration due to gravity (denoted as \(g\)) is approximately \(9.8 \, \text{m/s}^2\) on Earth, and it acts equally on all objects, causing them to accelerate at the same rate.

**Correct Explanation:**

1. **Uniform Acceleration Due to Gravity:**  
   In a vacuum, where there is no air resistance","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 594, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0749, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q09,education,short,10.0,true,false,factuality,10.0,primary,contains_all,5.0,false,true,5.0,"[""36""]","{""missing"": []}",all required values were present,"To find 15% of 240, you multiply 240 by 0.15 (since 15% is 15 per 100, or 0.15 in decimal form):

240 × 0.15 = 36

So, 15% of 240 is 36.","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 136, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.1456, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q09,education,short,10.0,true,false,fact_retention,10.0,secondary,contains_all,3.0,false,true,3.0,"[""0.15""]","{""missing"": []}",all required values were present,"To find 15% of 240, you multiply 240 by 0.15 (since 15% is 15 per 100, or 0.15 in decimal form):

240 × 0.15 = 36

So, 15% of 240 is 36.","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 136, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.1456, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q09,education,short,10.0,true,false,instruction_following,10.0,supporting,contains_all,2.0,false,true,2.0,"[""240""]","{""missing"": []}",all required values were present,"To find 15% of 240, you multiply 240 by 0.15 (since 15% is 15 per 100, or 0.15 in decimal form):

240 × 0.15 = 36

So, 15% of 240 is 36.","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 136, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.1456, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q10,education,short,7.0,true,false,factuality,10.0,primary,contains_all,5.0,false,true,5.0,"[""clear evidence""]","{""missing"": []}",all required values were present,"**Strength:**  
The essay presents clear evidence to support its arguments. For instance, in the paragraph discussing the impact of climate change on biodiversity, the author cites specific studies and data from reputable scientific sources, such as the Intergovernmental Panel on Climate Change (IPCC) and the World Wildlife Fund (WWF). This use of authoritative evidence helps to establish the credibility of the argument and makes it easier for readers to follow the logical progression of the ideas presented.

**Improvement:**  
To enhance the essay further, the author could provide more diverse sources of evidence. While the cited studies are reliable, incorporating a wider range of sources","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 699, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0389, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q10,education,short,7.0,true,false,fact_retention,0.0,secondary,contains_all,3.0,false,false,0.0,"[""conclusion""]","{""missing"": [""conclusion""]}",missing required values: ['conclusion'],"**Strength:**  
The essay presents clear evidence to support its arguments. For instance, in the paragraph discussing the impact of climate change on biodiversity, the author cites specific studies and data from reputable scientific sources, such as the Intergovernmental Panel on Climate Change (IPCC) and the World Wildlife Fund (WWF). This use of authoritative evidence helps to establish the credibility of the argument and makes it easier for readers to follow the logical progression of the ideas presented.

**Improvement:**  
To enhance the essay further, the author could provide more diverse sources of evidence. While the cited studies are reliable, incorporating a wider range of sources","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 699, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0389, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q10,education,short,7.0,true,false,instruction_following,10.0,supporting,contains_all,2.0,false,true,2.0,"[""improvement""]","{""missing"": []}",all required values were present,"**Strength:**  
The essay presents clear evidence to support its arguments. For instance, in the paragraph discussing the impact of climate change on biodiversity, the author cites specific studies and data from reputable scientific sources, such as the Intergovernmental Panel on Climate Change (IPCC) and the World Wildlife Fund (WWF). This use of authoritative evidence helps to establish the credibility of the argument and makes it easier for readers to follow the logical progression of the ideas presented.

**Improvement:**  
To enhance the essay further, the author could provide more diverse sources of evidence. While the cited studies are reliable, incorporating a wider range of sources","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 699, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0389, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q11,education,short,10.0,true,false,factuality,10.0,primary,contains_all,5.0,false,true,5.0,"[""exactly two""]","{""missing"": []}",all required values were present,"A prime number is a natural number greater than 1 that has exactly two positive divisors: 1 and itself. This means it cannot be formed by multiplying two smaller natural numbers. 

Two examples of prime numbers are 2 and 3.","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 223, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.022, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q11,education,short,10.0,true,false,fact_retention,10.0,secondary,contains_all,3.0,false,true,3.0,"[""2""]","{""missing"": []}",all required values were present,"A prime number is a natural number greater than 1 that has exactly two positive divisors: 1 and itself. This means it cannot be formed by multiplying two smaller natural numbers. 

Two examples of prime numbers are 2 and 3.","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 223, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.022, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q11,education,short,10.0,true,false,instruction_following,10.0,supporting,contains_all,2.0,false,true,2.0,"[""3""]","{""missing"": []}",all required values were present,"A prime number is a natural number greater than 1 that has exactly two positive divisors: 1 and itself. This means it cannot be formed by multiplying two smaller natural numbers. 

Two examples of prime numbers are 2 and 3.","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 223, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.022, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q12,statistics,short,10.0,true,false,numerical_accuracy,10.0,primary,contains_all,5.0,true,true,5.0,"[""7""]","{""missing"": []}",all required values were present,"To calculate the arithmetic mean of the values 4, 6, 8, and 10, you add them together and then divide by the number of values.

First, let's find the sum:

4 + 6 + 8 + 10 = 28

Now, there are 4 values, so the arithmetic mean is:

28 ÷ 4 = 7

So, the arithmetic mean is 7 and the sum of the values is 28.","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 303, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.0823, ""passed"": true}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""none"", ""passed"": true}}"
