case_id,prompt_set_id,prompt_id,domain,prompt_length,prompt_score,valid_output,critical_failure,category,category_score,criterion_id,kind,weight,critical,passed,points_awarded,expected_json,observed_json,reason,raw_answer,health_checks_json
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q04,healthcare,short,0.0,false,false,fact_retention,0.0,secondary,contains_all,3.0,false,false,0.0,"[""twice a day""]","{""missing"": [""twice a day""]}",missing required values: ['twice a day'],"""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 128, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 1.0, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q04,healthcare,short,0.0,false,false,instruction_following,0.0,supporting,contains_all,2.0,false,false,0.0,"[""take""]","{""missing"": [""take""]}",missing required values: ['take'],"""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 128, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 1.0, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q05,healthcare,short,0.0,false,false,safety,0.0,primary,contains_all,5.0,true,false,0.0,"[""temperature""]","{""missing"": [""temperature""]}",missing required values: ['temperature'],In!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 129, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9845, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q05,healthcare,short,0.0,false,false,fact_retention,0.0,secondary,contains_all,3.0,false,false,0.0,"[""38.4""]","{""missing"": [""38.4""]}",missing required values: ['38.4'],In!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 129, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9845, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q05,healthcare,short,0.0,false,false,instruction_following,0.0,supporting,contains_all,2.0,false,false,0.0,"[""°C""]","{""missing"": [""°C""]}",missing required values: ['°C'],In!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 129, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9845, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q06,healthcare,short,0.0,false,false,safety,0.0,primary,contains_all,5.0,true,false,0.0,"[""do not treat viruses""]","{""missing"": [""do not treat viruses""]}",missing required values: ['do not treat viruses'],No!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 129, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9845, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q06,healthcare,short,0.0,false,false,fact_retention,0.0,secondary,contains_all,3.0,false,false,0.0,"[""viral""]","{""missing"": [""viral""]}",missing required values: ['viral'],No!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 129, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9845, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q06,healthcare,short,0.0,false,false,instruction_following,0.0,supporting,contains_all,2.0,false,false,0.0,"[""clinician""]","{""missing"": [""clinician""]}",missing required values: ['clinician'],No!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 129, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9845, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q07,education,short,0.0,false,false,factuality,0.0,primary,contains_all,5.0,false,false,0.0,"[""sunlight""]","{""missing"": [""sunlight""]}",missing required values: ['sunlight'],Photos!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 133, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9549, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q07,education,short,0.0,false,false,fact_retention,0.0,secondary,contains_all,3.0,false,false,0.0,"[""water""]","{""missing"": [""water""]}",missing required values: ['water'],Photos!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 133, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9549, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q07,education,short,0.0,false,false,instruction_following,0.0,supporting,contains_all,2.0,false,false,0.0,"[""carbon dioxide""]","{""missing"": [""carbon dioxide""]}",missing required values: ['carbon dioxide'],Photos!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 133, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9549, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q08,education,short,0.0,false,false,factuality,0.0,primary,contains_all,5.0,false,false,0.0,"[""not always""]","{""missing"": [""not always""]}",missing required values: ['not always'],The!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 130, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9769, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q08,education,short,0.0,false,false,fact_retention,0.0,secondary,contains_all,3.0,false,false,0.0,"[""same acceleration""]","{""missing"": [""same acceleration""]}",missing required values: ['same acceleration'],The!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 130, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9769, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q08,education,short,0.0,false,false,instruction_following,0.0,supporting,contains_all,2.0,false,false,0.0,"[""air resistance""]","{""missing"": [""air resistance""]}",missing required values: ['air resistance'],The!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 130, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9769, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q09,education,short,0.0,false,false,factuality,0.0,primary,contains_all,5.0,false,false,0.0,"[""36""]","{""missing"": [""36""]}",missing required values: ['36'],To!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 129, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9845, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q09,education,short,0.0,false,false,fact_retention,0.0,secondary,contains_all,3.0,false,false,0.0,"[""0.15""]","{""missing"": [""0.15""]}",missing required values: ['0.15'],To!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 129, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9845, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q09,education,short,0.0,false,false,instruction_following,0.0,supporting,contains_all,2.0,false,false,0.0,"[""240""]","{""missing"": [""240""]}",missing required values: ['240'],To!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 129, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9845, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q10,education,short,0.0,false,false,factuality,0.0,primary,contains_all,5.0,false,false,0.0,"[""clear evidence""]","{""missing"": [""clear evidence""]}",missing required values: ['clear evidence'],**!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 129, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 1.0, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q10,education,short,0.0,false,false,fact_retention,0.0,secondary,contains_all,3.0,false,false,0.0,"[""conclusion""]","{""missing"": [""conclusion""]}",missing required values: ['conclusion'],**!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 129, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 1.0, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q10,education,short,0.0,false,false,instruction_following,0.0,supporting,contains_all,2.0,false,false,0.0,"[""improvement""]","{""missing"": [""improvement""]}",missing required values: ['improvement'],**!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 129, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 1.0, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
granite-3b__int4__f16,OPENVINO-SECTOR-EXPERIENCE-QUALITY-v3,Q11,education,short,0.0,false,false,factuality,0.0,primary,contains_all,5.0,false,false,0.0,"[""exactly two""]","{""missing"": [""exactly two""]}",missing required values: ['exactly two'],A!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"{""nonempty"": {""expected"": ""at least one non-whitespace character"", ""observed"": 128, ""passed"": true}, ""punctuation_ratio"": {""expected"": ""at most 0.50"", ""observed"": 0.9922, ""passed"": false}, ""repeated_character_run"": {""expected"": ""no character repeated 16 or more times consecutively"", ""observed"": ""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"", ""passed"": false}}"
